"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",96.432,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",68.175,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",68.219,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",68.373,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",72.974,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",73.496,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",77.405,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",80.423,
"FIN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",84.505,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",99.208,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",98.714,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",99.557,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",99.548,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",99.862,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",100,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",100,
"FRA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",100,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",92.221,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",92.549,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",93.32,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",91.501,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",91.183,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",90.843,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",90.447,
"DEU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",90.019,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",16.215,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",44,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",26.031,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",27.079,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",30.411,
"GRC","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",34.903,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",81.185,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",84.948,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",84.999,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",85.451,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",87.175,
"HUN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",84.547,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",96.043,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",96.393,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",96.543,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",96.414,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",96.862,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",96.621,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",96.337,
"ISL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",96.653,
"IRL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",92.482,
"IRL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",98.088,
"IRL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",99.179,
"IRL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",95.628,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",94.409,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",92.041,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",92.068,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",92.396,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",91.255,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",90.927,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",92.214,
"ITA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",92.065,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",81.441,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",81.226,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",80.609,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",84.408,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",82.985,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",82.817,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",85.228,
"JPN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",85.442,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",92.717,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",90.008,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",92.349,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",96.709,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",93.7,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",92.165,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",95.057,
"KOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",97.776,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",70.872,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",68.942,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",65.837,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",67.334,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",69.703,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",69.439,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",68.983,
"LUX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",71.411,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",43.589,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",42.695,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",45.36,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",44.791,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",46.629,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",46.039,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",46.295,
"MEX","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",46.787,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",83.203,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",80.571,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",82.746,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",86.313,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",88.112,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",74.294,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",76.885,
"NLD","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",80.723,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",87.404,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",87.881,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",89.282,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",88.279,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",90.24,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",87.878,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",83.861,
"NZL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",81.279,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",95.292,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",95.266,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",95.472,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",95.752,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",95.887,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",96.137,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",96.383,
"NOR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",96.466,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",52.841,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",57.707,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",65.181,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",70.546,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",67.126,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",73.572,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",77.607,
"POL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",78.466,
"PRT","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",87.306,
"PRT","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",87.009,
"PRT","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",82.057,
"PRT","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",0,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",62.582,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",63.957,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",60.288,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",66.738,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",68.098,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",68.287,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",68.33,
"SVK","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",68.287,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",95.76,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",95.865,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",94.917,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",96.236,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",96.347,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",96.546,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",96.125,
"ESP","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",96.194,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",92.915,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",93.17,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",91.412,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",92.113,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",92.756,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",92.445,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",93.386,
"SWE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",93.899,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",3.135,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",3.117,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",2.78,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",2.492,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",2.409,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",2.462,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",2.368,
"CHE","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",2.332,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",7.343,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",7.75,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",9.106,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",8.975,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",10.119,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",10.411,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",10.691,
"TUR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",10.528,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",96.779,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",83.292,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",100,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",100,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",100,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",100,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",100,
"GBR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",100,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",50.526,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",53.606,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",55.093,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",56.048,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",57.832,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",58.221,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",57.457,
"CHL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",54.967,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",68.921,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",56.508,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",60.676,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",60.04,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",56.9,
"COL","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",59.022,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",5.694,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",5.374,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",5.326,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",5.312,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",5.414,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",5.607,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",5.715,
"CRI","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",5.634,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",87.383,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",85.982,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",86.862,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",87.216,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",87.075,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",87.835,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",87.273,
"EST","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",87.909,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",97.552,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",100,
"ISR","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",100,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",82.608,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",86.109,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",86.615,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",88.641,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",89.535,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",88.712,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",89.092,
"LVA","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",88.816,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",74.822,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",77.863,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",76.994,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",78.149,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",80.095,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",82.942,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",84.475,
"LTU","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",87.225,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2013",84.323,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2014",82.928,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2015",82.791,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2016",83.836,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2017",85.595,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2018",87.066,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2019",89.085,
"SVN","ENROLMENT_ECE","AGE_3","PC_AGE","A","2020",89.492,
