"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.234,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.42,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",12.691,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",13.011,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",4.699,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",4.608,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",4.479,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",4.347,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",4.346,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",4.208,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",4.053,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",3.86,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",4.21,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",3.962,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",3.973,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",13.198,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.856,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.435,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.208,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",11.961,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",11.815,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",15.408,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",15.111,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",14.791,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",14.556,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",14.515,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",14.044,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",13.614,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",13.214,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.92,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.752,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",8.679,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.633,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",8.597,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",8.481,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",8.419,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",8.319,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",10.855,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",11.112,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.797,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",11.464,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",14.47,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.11,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",11.8,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",8.509,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",26.059,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",25.482,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",24.213,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",24.083,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",24.132,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",24.197,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",20.175,
"MEX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",20.169,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.275,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",16.274,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",16.282,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",16.774,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",16.225,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",16.185,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",16.119,
"NLD","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",15.846,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",6.013,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",5.228,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",5.011,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",4.954,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",4.903,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",4.894,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",4.53,
"NZL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",4.891,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",11.406,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",11.127,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.617,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",11.952,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.32,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",11.008,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",9.612,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",9.142,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.44,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",16.364,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",15.104,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",14.084,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",14.524,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",14.881,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",14.51,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",12.594,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.634,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",12.572,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.45,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.224,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.981,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",11.768,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",11.573,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",11.485,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.92,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",13.18,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",13.023,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.941,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.762,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.508,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",12.26,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",12.084,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",6.048,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",5.492,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",6.105,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",6.025,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",5.962,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",5.901,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",13.69,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",13.75,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",17.881,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",18.195,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",17.977,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",18.017,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",17.585,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",22.999,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",36.698,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",34.597,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",26.302,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",25.678,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",25.017,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",24.312,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",23.269,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",22.397,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",22.568,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",22.517,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.441,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",12.745,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.434,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",11.475,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.342,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.415,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",11.268,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",10.387,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.92,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.78,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",8.581,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.471,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",8.534,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",8.43,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",8.23,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",8.151,
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",21.984,
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",21.359,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",13.748,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.857,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.099,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",9.729,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",9.825,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",8.887,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",9.197,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",9.235,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",9.997,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.406,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.538,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",10.376,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",10.83,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",10.3,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",9.803,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",9.595,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.95,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",16.906,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",16.799,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.045,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",16.58,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",7.846,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",16.625,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",15.816,
