"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","EDUEXP","TRY","USD_STUDENT","A","2005",5968.981,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2008",6384.56,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2009",6233.566,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2010",7159.524,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2011",7851.805,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2012",8354.463,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2013",7973.535,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2014",7813.067,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2015",6731.183,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2016",9361.033,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2017",9433.091,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2018",9159.648,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2019",10416.96,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2020",10458.01,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2000",12500.2,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2005",14171.66,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2008",15768.22,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2009",16589.22,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2010",16300.98,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2011",16382.44,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2012",16002.71,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2013",18252.76,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2014",19493.58,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2015",20304.37,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2016",16181.19,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2017",20273.53,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2018",20675.54,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2019",20664.38,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2020",22204.119,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2012",20902.28,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2013",22150.64,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2014",21330.88,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2015",21810.46,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2016",24448.94,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2017",24517.08,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2018",24326.04,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2019",22554.14,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2020",24362.68,
"FIN","EDUEXP","TRY","USD_STUDENT","A","1995",9831.336,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2000",10655.71,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2005",12332.33,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2008",15525.89,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2009",16731.92,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2010",17172.83,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2011",18181.89,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2012",18045.93,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2013",18017.69,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2014",17874.63,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2015",17619.86,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2016",17903.9,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2017",17726.42,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2018",18124.21,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2019",18664.81,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2020",19583.02,
"CHE","EDUEXP","TRY","USD_STUDENT","A","2012",24848.25,
"USA","EDUEXP","TRY","USD_STUDENT","A","1995",15696.51,
"USA","EDUEXP","TRY","USD_STUDENT","A","2000",19479.21,
"USA","EDUEXP","TRY","USD_STUDENT","A","2005",23637.29,
"USA","EDUEXP","TRY","USD_STUDENT","A","2008",26949.29,
"USA","EDUEXP","TRY","USD_STUDENT","A","2009",26996.1,
"USA","EDUEXP","TRY","USD_STUDENT","A","2010",25681.08,
"USA","EDUEXP","TRY","USD_STUDENT","A","2011",26202.94,
"USA","EDUEXP","TRY","USD_STUDENT","A","2012",27526.95,
"USA","EDUEXP","TRY","USD_STUDENT","A","2013",27578.87,
"USA","EDUEXP","TRY","USD_STUDENT","A","2014",29328.23,
"USA","EDUEXP","TRY","USD_STUDENT","A","2015",30001.31,
"USA","EDUEXP","TRY","USD_STUDENT","A","2016",31306.91,
"USA","EDUEXP","TRY","USD_STUDENT","A","2017",33063.35,
"USA","EDUEXP","TRY","USD_STUDENT","A","2018",34035.54,
"USA","EDUEXP","TRY","USD_STUDENT","A","2019",35346.91,
"USA","EDUEXP","TRY","USD_STUDENT","A","2020",36172.02,
"MEX","EDUEXP","TRY","USD_STUDENT","A","1995",4272.411,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2000",4610.459,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2005",6224.856,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2008",7503.77,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2009",12622.58,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2010",8125.486,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2011",7589.81,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2012",8187.961,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2013",8352.56,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2014",8900.553,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2015",8379.113,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2016",7554.652,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2017",6554.888,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2018",7843.604,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2019",7331.374,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2020",5886.686,
"NOR","EDUEXP","TRY","USD_STUDENT","A","1995",10813.49,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2000",12950.43,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2008",18613.2,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2009",19037.96,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2010",18854.81,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2011",18972.52,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2012",20051.79,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2013",21179.18,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2014",21009.11,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2015",20552.46,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2016",22448.29,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2017",23851.97,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2018",25463.63,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2019",25943.05,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2020",24374.16,
"SVK","EDUEXP","TRY","USD_STUDENT","A","1995",4851.865,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2000",4809.005,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2005",5845.753,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2008",6540.994,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2009",6728.451,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2010",7191.161,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2011",8210.5,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2012",9281.666,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2013",10224.65,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2014",11233.52,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2015",15912.01,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2016",10979.71,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2017",11404.55,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2018",11991.83,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2019",13288.25,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2020",14636.7,
"ISR","EDUEXP","TRY","USD_STUDENT","A","1995",11241.76,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2000",11326.87,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2005",9952.302,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2008",10658.3,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2009",10329.77,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2010",10299.74,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2011",11686.8,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2012",12588.31,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2013",13955.44,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2014",13452.93,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2015",10651.17,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2016",11715.18,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2017",11423.73,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2018",12506.53,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2019",12940.51,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2020",12313.93,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2010",7181.57,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2011",6998.245,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2012",7710.983,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2013",8709.718,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2014",8925.799,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2015",8177.802,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2016",8538.143,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2017",7312.862,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2018",9024.109,
"DNK","EDUEXP","TRY","USD_STUDENT","A","1995",9849.415,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2000",11521,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2005",14867.33,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2008",17815.58,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2009",18928.49,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2010",19552.1,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2011",21888.02,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2013",15697.53,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2014",15626.23,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2016",20434.92,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2017",20178.83,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2018",21643.29,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2019",23347.42,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2020",23432.01,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2005",13056.92,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2008",16503.59,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2010",17293.09,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2011",17656.29,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2012",17144.21,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2013",16950.21,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2014",17145.03,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2015",17062.67,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2016",17800.29,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2017",18381.67,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2018",19356.25,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2019",20223.18,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2020",20759.91,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2000",9234.341,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2005",9664.901,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2008",10797.98,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2009",10410.21,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2010",8936.601,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2011",8510.873,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2012",10897.7,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2013",11200.31,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2014",11417.84,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2015",12693.73,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2016",14744.38,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2017",15774.63,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2018",15378.13,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2019",17134.2,
"ISL","EDUEXP","TRY","USD_STUDENT","A","2020",16128.24,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2005",14653.24,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2010",17385.6,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2011",17913.09,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2012",18655.46,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2013",19878.59,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2014",19486.8,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2015",19179.87,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2016",18667.67,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2017",18888.4,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2018",19225.36,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2019",19518.6,
"JPN","EDUEXP","TRY","USD_STUDENT","A","2020",19676.02,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2005",12286.28,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2008",14650.29,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2009",15367.01,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2010",15448.98,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2011",15666.21,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2012",16694.87,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2013",17466.72,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2014",17808.27,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2015",17469.7,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2016",18608.13,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2017",19531.09,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2018",20433.63,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2019",21688.94,
"BEL","EDUEXP","TRY","USD_STUDENT","A","2020",22555.439,
"PRT","EDUEXP","TRY","USD_STUDENT","A","1995",4083.501,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2000",4913.416,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2005",9636.104,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2008",9601.587,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2009",9610.51,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2010",10260.04,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2011",9492.552,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2012",9798.233,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2013",11093.86,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2014",11788.34,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2015",11823.4,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2016",11213.77,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2017",11773.56,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2018",11778.18,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2019",12227.56,
"PRT","EDUEXP","TRY","USD_STUDENT","A","2020",12103.79,
"SWE","EDUEXP","TRY","USD_STUDENT","A","1995",14321.9,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2000",15790.17,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2005",15549.59,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2008",20305.3,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2009",20755.08,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2010",20634.92,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2011",21083.55,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2012",23141.57,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2013",23817.13,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2014",24508.78,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2015",24679.15,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2016",24841.31,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2017",25200.3,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2018",26131.83,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2019",26907.29,
"SWE","EDUEXP","TRY","USD_STUDENT","A","2020",26214.66,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2012",24111.71,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2013",25613.55,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2014",24345.55,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2015",26506.35,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2016",26188.88,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2017",28042.59,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2018",29730.25,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2019",30063.26,
"GBR","EDUEXP","TRY","USD_STUDENT","A","2020",29533.52,
"ITA","EDUEXP","TRY","USD_STUDENT","A","1995",5042.071,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2000",6985.889,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2005",7273.56,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2008",9588.23,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2009",9775.04,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2010",10054.48,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2011",10676.13,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2012",10669.36,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2013",11303.19,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2014",11438.88,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2015",11318.01,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2016",11808.92,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2017",12166.71,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2018",12281.4,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2019",12567.99,
"ITA","EDUEXP","TRY","USD_STUDENT","A","2020",12663.27,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2014",45800.56,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2015",49516.46,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2016",49523.16,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2017",51851.05,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2018",48827.81,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2019",53233.37,
"LUX","EDUEXP","TRY","USD_STUDENT","A","2020",53421.211,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2000",8228.616,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2005",10394.03,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2008",13278.15,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2009",13111.48,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2010",12921.23,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2011",13208.44,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2012",13240.24,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2013",14172.16,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2014",14807.42,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2015",14814.79,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2016",15549.48,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2017",16870.4,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2018",17236.63,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2019",18793.31,
"NZL","EDUEXP","TRY","USD_STUDENT","A","2020",19567.07,
"EST","EDUEXP","TRY","USD_STUDENT","A","2005",3837.837,
"EST","EDUEXP","TRY","USD_STUDENT","A","2008",5842.527,
"EST","EDUEXP","TRY","USD_STUDENT","A","2009",4656.186,
"EST","EDUEXP","TRY","USD_STUDENT","A","2010",6749.938,
"EST","EDUEXP","TRY","USD_STUDENT","A","2011",8059.716,
"EST","EDUEXP","TRY","USD_STUDENT","A","2012",8489.831,
"EST","EDUEXP","TRY","USD_STUDENT","A","2013",11797.95,
"EST","EDUEXP","TRY","USD_STUDENT","A","2014",11964.51,
"EST","EDUEXP","TRY","USD_STUDENT","A","2015",12905.99,
"EST","EDUEXP","TRY","USD_STUDENT","A","2016",13042.96,
"EST","EDUEXP","TRY","USD_STUDENT","A","2017",14523.48,
"EST","EDUEXP","TRY","USD_STUDENT","A","2018",17484.67,
"EST","EDUEXP","TRY","USD_STUDENT","A","2019",17243.69,
"EST","EDUEXP","TRY","USD_STUDENT","A","2020",17930.48,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2010",8981.961,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2011",9863.648,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2012",10014.54,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2013",9864.965,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2014",10036.78,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2015",10255.7,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2016",11487.92,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2017",12729.93,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2018",14076.52,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2019",15754.64,
"SVN","EDUEXP","TRY","USD_STUDENT","A","2020",17795.16,
"GRC","EDUEXP","TRY","USD_STUDENT","A","1995",3164.108,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2000",3575.023,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2005",6319.722,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2012",3811.404,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2013",3712.93,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2014",3880.677,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2015",4102.882,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2017",3300.047,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2018",3498.982,
"GRC","EDUEXP","TRY","USD_STUDENT","A","2019",4300.498,
"IRL","EDUEXP","TRY","USD_STUDENT","A","1995",7010.996,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2000",11245.84,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2005",10582.48,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2011",16259.33,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2012",15621.69,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2013",12992.91,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2014",13701.82,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2015",16538.72,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2016",16789.72,
"IRL","EDUEXP","TRY","USD_STUDENT","A","2017",16724.26,
